word,img,sentence,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,target,foils,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxC_trials.thisRepN,S2_sentPraxC_trials.thisTrialN,S2_sentPraxC_trials.thisN,S2_sentPraxC_trials.thisIndex,too_fast_punish2.thisRepN,too_fast_punish2.thisTrialN,too_fast_punish2.thisN,too_fast_punish2.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_C_instr_text.started,comp_target1.started,comp_target2.started,comp_target3.started,comp_target4.started,sentPrax_C_begin.started,blankITI.started,sentPrax_trg_sent.started,blankITI.stopped,sentPrax_trg_sent.stopped,top_left_img.started,top_right_img.started,bott_left_img.started,bott_right_img.started,target1.started,target2.started,target3.started,target4.started,sentPrax_trg_sent_2.started,S2_sentPrax_C_resp.started,S2_sentPrax_C_resp.keys,S2_sentPrax_C_resp.corr,S2_sentPrax_C_resp.rt,sentPrax_C_fb.started,sentPrax_score_update.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,sent_Prax_P_img.started,blankITI_2.stopped,sent_Prax_P_img.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,lu troise praz li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence71.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.1076878000022,710.5348933999921,710.5348933999921,711.4982583999954,711.4982583999954,711.4982583999954,711.4982583999954,711.4982583999954,711.4982583999954,711.4982583999954,711.4982583999954,711.4982583999954,711.4982583999954,711.5741370999895,2,1,7.4543413999927,719.0490064999904,719.0490064999904,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,noyka lu pleck lu vode,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence75.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0599618999986,720.4871009999915,720.4871009999915,721.4865439999994,721.4865439999994,721.4865439999994,721.4865439999994,721.4865439999994,721.4865439999994,721.4865439999994,721.4865439999994,721.4865439999994,721.4865439999994,721.5691713999986,3,1,9.782897999990382,731.3790837999986,731.3790837999986,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu neimo praz li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence72.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.390004300003,732.8170851000032,732.8170851000032,733.7949989999906,733.7949989999906,733.7949989999906,733.7949989999906,733.7949989999906,733.7949989999906,733.7949989999906,733.7949989999906,733.7949989999906,733.7949989999906,733.8706244999921,3,1,10.585390799999004,744.4778782999929,744.4778782999929,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu neimo nim li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence36.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.4887441000028,745.9186778000003,745.9186778000003,746.8965274999937,746.8965274999937,746.8965274999937,746.8965274999937,746.8965274999937,746.8965274999937,746.8965274999937,746.8965274999937,746.8965274999937,746.8965274999937,746.9839301000029,3,1,75.46030520000204,822.4588396000036,822.4588396000036,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,yab lu vode lu neep,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence53.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.4698630999919,823.8969970000035,823.8969970000035,824.9114417999954,824.9114417999954,824.9114417999954,824.9114417999954,824.9114417999954,824.9114417999954,824.9114417999954,824.9114417999954,824.9114417999954,824.9114417999954,824.9933606999984,3,1,33.074748400002136,858.0966324000037,858.0966324000037,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu blom praz li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence69.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.1074765999947,859.5344405999931,859.5344405999931,860.4857134999911,860.4857134999911,860.4857134999911,860.4857134999911,860.4857134999911,860.4857134999911,860.4857134999911,860.4857134999911,860.4857134999911,860.4857134999911,860.5594389000034,4,1,7.18855779999285,867.7638116000016,867.7638116000016,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu neep zayma li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence104.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.7746793999977,869.2019004000031,869.2019004000031,870.249428199997,870.249428199997,870.249428199997,870.249428199997,870.249428199997,870.249428199997,870.249428199997,870.249428199997,870.249428199997,870.249428199997,870.3269740999967,1,1,74.93691679999756,945.2892565999937,945.2892565999937,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,noyka lu vode lu neep,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence89.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.3001606000034,946.7273290000012,946.7273290000012,947.7394161999982,947.7394161999982,947.7394161999982,947.7394161999982,947.7394161999982,947.7394161999982,947.7394161999982,947.7394161999982,947.7394161999982,947.7394161999982,947.8107213999901,3,1,11.025106399989454,958.8581248999981,958.8581248999981,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,noyka lu neimo lu troise,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence102.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.8688794999907,960.2959884000011,960.2959884000011,961.2602781000023,961.2602781000023,961.2602781000023,961.2602781000023,961.2602781000023,961.2602781000023,961.2602781000023,961.2602781000023,961.2602781000023,961.2602781000023,961.3352465999924,3,1,11.648591799996211,973.0104291000025,973.0104291000025,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,yab lu neep lu vode,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence44.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.0212439000024,974.4485546999931,974.4485546999931,975.4060751999932,975.4060751999932,975.4060751999932,975.4060751999932,975.4060751999932,975.4060751999932,975.4060751999932,975.4060751999932,975.4060751999932,975.4060751999932,975.4879639999999,3,1,47.265943300008075,1022.7718383000029,1022.7718383000029,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu vode nim li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence34.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.7828332999925,1024.2102281999978,1024.2102281999978,1025.1898106000008,1025.1898106000008,1025.1898106000008,1025.1898106000008,1025.1898106000008,1025.1898106000008,1025.1898106000008,1025.1898106000008,1025.1898106000008,1025.1898106000008,1025.2634007000015,2,1,5.478534499998204,1030.759311899994,1030.759311899994,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu pleck nim li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence31.png,"['brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.7703704000014,1031.7703704000014,1031.7703704000014,1031.7703704000014,1031.7703704000014,1031.7703704000014,1033.5520657000015,1033.9772048000013,1033.9772048000013,1034.9544469999964,1034.9544469999964,1034.9544469999964,1034.9544469999964,1034.9544469999964,1034.9544469999964,1034.9544469999964,1034.9544469999964,1034.9544469999964,1034.9544469999964,1035.0319527999964,4,1,8.68377820000751,1043.7301288000017,1043.7301288000017,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,yab lu neimo lu vode,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence65.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.7409617999947,1045.168116300003,1045.168116300003,1046.222815599991,1046.222815599991,1046.222815599991,1046.222815599991,1046.222815599991,1046.222815599991,1046.222815599991,1046.222815599991,1046.222815599991,1046.222815599991,1046.30248269999,2,1,30.69726920001267,1077.0183663999924,1077.0183663999924,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
