word,img,sentence,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,target,foils,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxC_trials.thisRepN,S2_sentPraxC_trials.thisTrialN,S2_sentPraxC_trials.thisN,S2_sentPraxC_trials.thisIndex,too_fast_punish2.thisRepN,too_fast_punish2.thisTrialN,too_fast_punish2.thisN,too_fast_punish2.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_C_instr_text.started,comp_target1.started,comp_target2.started,comp_target3.started,comp_target4.started,sentPrax_C_begin.started,blankITI.started,sentPrax_trg_sent.started,blankITI.stopped,sentPrax_trg_sent.stopped,top_left_img.started,top_right_img.started,bott_left_img.started,bott_right_img.started,target1.started,target2.started,target3.started,target4.started,sentPrax_trg_sent_2.started,S2_sentPrax_C_resp.started,S2_sentPrax_C_resp.keys,S2_sentPrax_C_resp.corr,S2_sentPrax_C_resp.rt,sentPrax_C_fb.started,sentPrax_score_update.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,sent_Prax_P_img.started,blankITI_2.stopped,sent_Prax_P_img.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,yab lu pleck lu vode,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence39.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0487664999964,383.4760011000035,383.4760011000035,384.41013499999826,384.41013499999826,384.41013499999826,384.41013499999826,384.41013499999826,384.41013499999826,384.41013499999826,384.41013499999826,384.41013499999826,384.41013499999826,384.4866894000006,3,1,18.603725100008887,403.1099871999904,403.1099871999904,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu blom lu troise,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence14.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.12088190000213,404.54797079999116,404.54797079999116,405.602052599992,405.602052599992,405.602052599992,405.602052599992,405.602052599992,405.602052599992,405.602052599992,405.602052599992,405.602052599992,405.602052599992,405.6874451999902,3,1,7.814879800003837,413.51773399999365,413.51773399999365,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu blom zayma li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence105.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.528808499992,414.9558740999928,414.9558740999928,415.91172999999253,415.91172999999253,415.91172999999253,415.91172999999253,415.91172999999253,415.91172999999253,415.91172999999253,415.91172999999253,415.91172999999253,415.91172999999253,415.99519339999824,2,1,2.217544499988435,418.2308544999978,418.2308544999978,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu pleck zayma li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence103.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.2416943999997,419.66878539999016,419.66878539999016,420.62516049999977,420.62516049999977,420.62516049999977,420.62516049999977,420.62516049999977,420.62516049999977,420.62516049999977,420.62516049999977,420.62516049999977,420.62516049999977,420.7080080000014,3,1,6.172392299995408,426.9013844000001,426.9013844000001,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu vode lu neep,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence17.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.912385299991,428.3396180999989,428.3396180999989,429.3593228999962,429.3593228999962,429.3593228999962,429.3593228999962,429.3593228999962,429.3593228999962,429.3593228999962,429.3593228999962,429.3593228999962,429.3593228999962,429.43593249999685,4,1,8.260403899999801,437.72232459999213,437.72232459999213,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu blom lu neep,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence12.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.73322290000215,439.1603471999988,439.1603471999988,440.1745995999954,440.1745995999954,440.1745995999954,440.1745995999954,440.1745995999954,440.1745995999954,440.1745995999954,440.1745995999954,440.1745995999954,440.1745995999954,440.2569183000014,2,1,3.7134062999975868,443.98745309999504,443.98745309999504,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu neimo lu vode,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence29.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.9978594999993,445.4250292999932,445.4250292999932,446.40519449999556,446.40519449999556,446.40519449999556,446.40519449999556,446.40519449999556,446.40519449999556,446.40519449999556,446.40519449999556,446.40519449999556,446.40519449999556,446.48491939999803,1,1,85.19933739998669,531.7069946999982,531.7069946999982,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu vode praz li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence70.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.7178891999938,533.1447528999997,533.1447528999997,534.0901738999964,534.0901738999964,534.0901738999964,534.0901738999964,534.0901738999964,534.0901738999964,534.0901738999964,534.0901738999964,534.0901738999964,534.0901738999964,534.1702473999903,3,0,25.119942999997875,559.3140222999937,559.3140222999937,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu troise zayma li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence107.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.3251747999893,560.7519302000001,560.7519302000001,561.7183224000037,561.7183224000037,561.7183224000037,561.7183224000037,561.7183224000037,561.7183224000037,561.7183224000037,561.7183224000037,561.7183224000037,561.7183224000037,561.7915230999934,2,1,69.36859379999805,631.1874206999928,631.1874206999928,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu neep nim li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence32.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.1978723999928,632.6250815999956,632.6250815999956,633.6087951999943,633.6087951999943,633.6087951999943,633.6087951999943,633.6087951999943,633.6087951999943,633.6087951999943,633.6087951999943,633.6087951999943,633.6087951999943,633.6928088999994,1,1,10.645373899998958,644.3570059999911,644.3570059999911,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,klin lu neimo lu pleck,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence26.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.3679109999939,645.7950459999993,645.7950459999993,646.8045833999931,646.8045833999931,646.8045833999931,646.8045833999931,646.8045833999931,646.8045833999931,646.8045833999931,646.8045833999931,646.8045833999931,646.8045833999931,646.8843450999993,2,1,40.205741099998704,687.1134052999987,687.1134052999987,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,lu troise nim li,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence35.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.1242291999952,688.551501599999,688.551501599999,689.6099353000027,689.6099353000027,689.6099353000027,689.6099353000027,689.6099353000027,689.6099353000027,689.6099353000027,689.6099353000027,689.6099353000027,689.6099353000027,689.6907452000014,1,1,7.119502500005183,696.8378354000015,696.8378354000015,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
,,noyka lu neep lu blom,2,0,0,2,2,0,0,2,brocanto/stims/to_use/sentence79.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.8488072000036,698.2759304999927,698.2759304999927,699.2448743999994,699.2448743999994,699.2448743999994,699.2448743999994,699.2448743999994,699.2448743999994,699.2448743999994,699.2448743999994,699.2448743999994,699.2448743999994,699.318643999999,2,1,9.759451699996134,709.0967506000015,709.0967506000015,,,,,,,1,2,2023-02-20_17h57.39.072,Memory and Syntax,2022.2.5,71.82839908010429,
