word,img,sentence,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,target,foils,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_fb.stopped,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,brocanto/stims/to_use/sentence71.png,lu troise praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.9550612999883,168.9550612999883,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence75.png,noyka lu pleck lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.56374839998898,175.56374839998898,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence72.png,lu neimo praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.15092600000207,182.15092600000207,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence36.png,lu neimo nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.74916669999948,188.74916669999948,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence53.png,yab lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.356847499992,195.356847499992,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence69.png,lu blom praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.95219139999244,201.95219139999244,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence104.png,lu neep zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.55145050000283,208.55145050000283,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence89.png,noyka lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.1631967999856,215.1631967999856,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence102.png,noyka lu neimo lu troise,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.76372339998488,221.76372339998488,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence44.png,yab lu neep lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3604217999964,228.3604217999964,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,brocanto/stims/to_use/sentence34.png,lu vode nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.9522222999949,234.9522222999949,,,,,,1,2,2023-02-22_13h14.20.392,Memory and Syntax,2022.2.5,164.80573530474777,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.5393700999848,241.5393700999848,246.51666649998515,246.51666649998515,,,,,,,,
