sentence,img,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,target,foils,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,too_fast_punish3.thisRepN,too_fast_punish3.thisTrialN,too_fast_punish3.thisN,too_fast_punish3.thisIndex,brocanto_story.started,start_brocanto.started,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,sent_Prax_P_img.started,blankITI_2.stopped,sent_Prax_P_img.stopped,S2_sentPraxP_resp,S2_sentPraxP_rts,S2_sentPrax_P_key_resp.started,sent_Prax_P_img_3.started,sent_Prax_P_text.started,S2_sentPrax_P_key_resp.keys,S2_sentPrax_P_key_resp.rt,sentPrax_P_fb.started,sentPrax_score_update_2.started,tooFast_score.started,participant,session,date,expName,psychopyVersion,frameRate,
klin lu neimo lu vode,brocanto/stims/to_use/sentence29.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,89.1739455999923,89.1739455999923,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu vode praz li,brocanto/stims/to_use/sentence70.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,95.76104780001333,95.76104780001333,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu troise zayma li,brocanto/stims/to_use/sentence107.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,102.35495450001326,102.35495450001326,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu neep nim li,brocanto/stims/to_use/sentence32.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,108.95613180001965,108.95613180001965,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
klin lu neimo lu pleck,brocanto/stims/to_use/sentence26.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,115.5682977999968,115.5682977999968,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu troise nim li,brocanto/stims/to_use/sentence35.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,122.15679060001276,122.15679060001276,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
noyka lu neep lu blom,brocanto/stims/to_use/sentence79.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,128.76635730001726,128.76635730001726,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu troise praz li,brocanto/stims/to_use/sentence71.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,135.3588979000051,135.3588979000051,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
noyka lu pleck lu vode,brocanto/stims/to_use/sentence75.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,141.96369030000642,141.96369030000642,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu neimo praz li,brocanto/stims/to_use/sentence72.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,148.55325530000846,148.55325530000846,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu neimo nim li,brocanto/stims/to_use/sentence36.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,155.15470700000878,155.15470700000878,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
yab lu vode lu neep,brocanto/stims/to_use/sentence53.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,161.7598830999923,161.7598830999923,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu blom praz li,brocanto/stims/to_use/sentence69.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,168.35534710000502,168.35534710000502,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu neep zayma li,brocanto/stims/to_use/sentence104.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,174.95571259999997,174.95571259999997,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
noyka lu vode lu neep,brocanto/stims/to_use/sentence89.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,181.56325920001836,181.56325920001836,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
noyka lu neimo lu troise,brocanto/stims/to_use/sentence102.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,188.16348180000205,188.16348180000205,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
yab lu neep lu vode,brocanto/stims/to_use/sentence44.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,194.76332900000853,194.76332900000853,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu vode nim li,brocanto/stims/to_use/sentence34.png,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,201.35193590002018,201.35193590002018,,,,,,,,,,,,,,,,,,,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu pleck nim li,,0,2,2,0,0,2,2,0,brocanto/stims/to_use/sentence31.png,"['brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,207.94320189999416,207.94320189999416,210.50105399999302,210.50105399999302,211.13388430001214,211.6037040000083,211.6037040000083,211.7038117000193,lu pleck nim li,"[0.6307506999874022, 0.49201330001233146, 1.1747723000007682, 0.6359234999981709, 1.322979699994903, 0.7878993000194896, 1.472804199991515, 1.3520199000195134, 1.8826321999949869, 1.5101232000160962, 2.178837299987208, 1.7399329000036232, 2.3109377000073437, 1.9258366999856662, 2.373049300018465, 2.115714499988826, 2.6110998000076506, 2.2416198999853805, 2.85120000000461, 4.81154989998322, 3.0372661000292283, 4.981493699975545, 3.2252466000209097, 5.0954756999854, 3.42328390001785, 5.377494399988791]",211.7038117000193,211.7038117000193,211.7038117000193,"['space', 'h', 'y', 'equal', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'j', 'backspace', 'backspace', 'l', 'u', 'space', 'p', 'l', 'e', 'c', 'k', 'space', 'n', 'i', 'm', 'space', 'l', 'i', 'return']","[0.6307506999874022, 1.1227639999997336, 1.1245728000067174, 1.6667856000130996, 1.810695799998939, 1.958903199993074, 2.1108790000143927, 2.2607035000110045, 2.391025399992941, 2.8248241000110283, 3.2346521000145003, 3.392755400011083, 3.6889605000033043, 3.9187701999908313, 4.050870600010967, 4.23677439999301, 4.298886000004131, 4.488763800007291, 4.726814299996477, 4.852719699993031, 5.0928198999899905, 7.66274989998783, 7.848816000012448, 8.018759800004773, 8.206740299996454, 8.32072230000631, 8.51875960000325, 8.800778300006641]",220.5229193000123,220.5229193000123,220.5229193000123,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
yab lu neimo lu vode,,0,2,2,0,0,2,2,0,brocanto/stims/to_use/sentence65.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,221.52549080000608,221.99796520001837,221.99796520001837,222.09770549999666,yab lu neimo lu vode,"[1.3208626999985427, 0.4320014999830164, 2.118824000004679, 0.5762849999882746, 2.2786037999903783, 6.528245399997104, 2.370638099993812, 7.006254999985686, 2.562558200006606, 9.738424599985592, 2.834672299999511, 10.072307800001, 3.4725772999809124, 10.23227730000508, 3.5505784999695607, 10.41046210002969, 3.790380299964454, 10.606609700014815, 3.900444399972912, 11.026461700006621, 4.136356399976648, 11.248483700008364, 4.586289599974407, 11.7465755000012, 4.908277699985774, 12.000555300008273, 5.05223799997475, 12.838609700003872, 5.136128999991342, 12.9387260999938, 5.30627810000442, 13.644590599986259]",222.09770549999666,222.09770549999666,222.09770549999666,"['l', 'u', 'backspace', 'backspace', 'backspace', 'y', 'a', 'b', 'space', 'l', 'u', 'space', 'n', 'e', 'i', 'm', 'p', 'space', 'l', 'backspace', 'backspace', 'backspace', 'backspace', 'o', 'space', 'l', 'u', 'space', 'v', 'o', 'd', 'e', 'return']","[1.3208626999985427, 1.752864199981559, 2.5508254999876954, 2.6951089999929536, 2.854888799978653, 8.806849199987482, 8.898883499990916, 9.376893099979497, 9.568813199992292, 12.300982799992198, 12.573096899985103, 12.90698010000051, 13.544885099981911, 13.704854599985993, 13.78285579997464, 13.96104059999925, 14.200842399994144, 14.396989999979269, 14.507054099987727, 14.926906099979533, 15.050852899992606, 15.16281809998327, 15.384840099985013, 15.834773299982771, 16.332865099975606, 16.654853199986974, 16.908832999994047, 17.052793299983023, 17.89084769997862, 17.974738699995214, 18.074855099985143, 18.24500419999822, 18.95086869999068]",241.06127629999537,241.06127629999537,241.06127629999537,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
yab lu neimo lu neep,,0,2,2,0,0,2,2,0,brocanto/stims/to_use/sentence63.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence68.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,242.07516060001217,242.54227700000047,242.54227700000047,242.6475304000196,yab lu neimo lu neep,"[1.7491231000167318, 0.10591139999451116, 1.8550774000177626, 0.27395079997950234, 2.183082400035346, 0.5798977999656927, 2.76317870002822, 1.1658722999854945, 2.909226600022521, 1.2318561999709345, 3.045179500040831, 1.4658430999552365, 3.0510773000423796, 2.1239171999623068, 3.181178000057116, 2.6480251999455504, 3.3670526000496466, 2.8120539999508765, 3.621105800062651, 2.817798399948515, 3.8092999000509735, 3.0556311999680474, 3.9234681000525597, 3.345611199940322, 5.029472800059011, 3.469522799947299, 5.1897035000729375, 3.5653090999403503, 5.494187700067414]",242.6475304000196,242.6475304000196,242.6475304000196,"['y', 'a', 'b', 'space', 'l', 'u', 'space', 'n', 'e', 'i', 'm', 'p', 'o', 'backspace', 'backspace', 'o', 'space', 'l', 'u', 'y', 'space', 'backspace', 'backspace', 'space', 'n', 'e', 'e', 'p', 'return']","[1.7491231000167318, 1.855034500011243, 1.9609888000122737, 2.129028199997265, 2.4570332000148483, 2.7629802000010386, 3.343076499993913, 3.9290510000137147, 4.075098900008015, 4.141082799993455, 4.277035700011766, 4.511022599996068, 4.516920399997616, 5.174994500004686, 5.305095200019423, 5.829203200002667, 6.015077799995197, 6.179106600000523, 6.433159800013527, 6.438904200011166, 6.6270982999994885, 6.864931100019021, 6.979099300020607, 7.269079299992882, 8.375083999999333, 8.49899560000631, 8.659226300020237, 8.755012600013288, 9.059496800007764]",251.7215388000186,251.7215388000186,251.7215388000186,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
lu neep praz li,,0,2,2,0,0,2,2,0,brocanto/stims/to_use/sentence68.png,"['brocanto/stims/to_use/sentence31.png', 'brocanto/stims/to_use/sentence65.png', 'brocanto/stims/to_use/sentence63.png', 'brocanto/stims/to_use/sentence39.png', 'brocanto/stims/to_use/sentence14.png', 'brocanto/stims/to_use/sentence105.png', 'brocanto/stims/to_use/sentence103.png', 'brocanto/stims/to_use/sentence17.png', 'brocanto/stims/to_use/sentence12.png', 'brocanto/stims/to_use/sentence29.png', 'brocanto/stims/to_use/sentence70.png', 'brocanto/stims/to_use/sentence107.png', 'brocanto/stims/to_use/sentence32.png', 'brocanto/stims/to_use/sentence26.png', 'brocanto/stims/to_use/sentence35.png', 'brocanto/stims/to_use/sentence79.png', 'brocanto/stims/to_use/sentence71.png', 'brocanto/stims/to_use/sentence75.png', 'brocanto/stims/to_use/sentence72.png', 'brocanto/stims/to_use/sentence36.png', 'brocanto/stims/to_use/sentence53.png', 'brocanto/stims/to_use/sentence69.png', 'brocanto/stims/to_use/sentence104.png', 'brocanto/stims/to_use/sentence89.png', 'brocanto/stims/to_use/sentence102.png', 'brocanto/stims/to_use/sentence44.png', 'brocanto/stims/to_use/sentence34.png']",,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,252.7306976999971,253.2027105000161,253.2027105000161,253.3035204000189,lu neep zayma li,"[1.1210497999854852, 0.26599200000055134, 1.2870867000019643, 3.6099454000068363, 2.239138099976117, 4.99991900002351, 2.401096699963091, 5.1118637000327, 2.5754494999710005, 5.585641400015447, 2.8653031999710947, 5.731916300021112, 3.0191001999774016, 6.215896800014889, 3.3651217999868095, 6.395838700002059, 3.5432136000017636, 6.603792899986729, 15.013159599999199, 6.7717783999978565, 15.193227799987653, 7.041802000021562, 15.35121719999006, 7.347900099994149, 15.447188899997855, 7.535857999988366, 15.731160399998771]",253.3035204000189,253.3035204000189,253.3035204000189,"['l', 'u', 'space', 'v', 'backspace', 'n', 'e', 'e', 'p', 'space', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'n', 'e', 'e', 'p', 'space', 'z', 'a', 'y', 'm', 'a', 'space', 'l', 'i', 'return']","[1.1210497999854852, 1.3870417999860365, 1.5530787000025157, 4.897032100008801, 5.849083499982953, 7.081250499992166, 7.239057099999627, 7.401015699986601, 7.512960399995791, 7.6873132000037, 8.161090899986448, 8.299253300006967, 8.450944599986542, 8.597219499992207, 8.751016499998514, 9.23499699999229, 9.581018600001698, 9.760960499988869, 9.939052300003823, 10.147006499988493, 21.616952499985928, 21.784937999997055, 21.96500619998551, 22.235029800009215, 22.393019200011622, 22.69911729998421, 22.795088999992004, 22.98304689998622, 23.267018399987137]",276.58448980000685,276.58448980000685,276.58448980000685,1,2,2023-02-22_14h11.05.156,Memory and Syntax,2022.2.5,157.73019931684797,
