word,img,sentence,Session1.thisRepN,Session1.thisTrialN,Session1.thisN,Session1.thisIndex,Session2.thisRepN,Session2.thisTrialN,Session2.thisN,Session2.thisIndex,S2_engAJT_block.thisRepN,S2_engAJT_block.thisTrialN,S2_engAJT_block.thisN,S2_engAJT_block.thisIndex,S2_vocabPhase.thisRepN,S2_vocabPhase.thisTrialN,S2_vocabPhase.thisN,S2_vocabPhase.thisIndex,S2_vocabRep.thisRepN,S2_vocabRep.thisTrialN,S2_vocabRep.thisN,S2_vocabRep.thisIndex,S2_vocabLearnTrials.thisRepN,S2_vocabLearnTrials.thisTrialN,S2_vocabLearnTrials.thisN,S2_vocabLearnTrials.thisIndex,S2_vocabTestTrials.thisRepN,S2_vocabTestTrials.thisTrialN,S2_vocabTestTrials.thisN,S2_vocabTestTrials.thisIndex,too_fast_punish.thisRepN,too_fast_punish.thisTrialN,too_fast_punish.thisN,too_fast_punish.thisIndex,S2_sentLearnTrials.thisRepN,S2_sentLearnTrials.thisTrialN,S2_sentLearnTrials.thisN,S2_sentLearnTrials.thisIndex,S2_sentPraxPhase.thisRepN,S2_sentPraxPhase.thisTrialN,S2_sentPraxPhase.thisN,S2_sentPraxPhase.thisIndex,s2_sentPrax_C,s2_sentPrax_P,s4_sentPrax_C,s4_sentPrax_P,s5_sentPrax_C,s5_sentPrax_P,s6_sentPrax_C,s6_sentPrax_P,S2_sentPraxC_block.thisRepN,S2_sentPraxC_block.thisTrialN,S2_sentPraxC_block.thisN,S2_sentPraxC_block.thisIndex,S2_sentPraxP_block.thisRepN,S2_sentPraxP_block.thisTrialN,S2_sentPraxP_block.thisN,S2_sentPraxP_block.thisIndex,S2_sentPraxP_trials.thisRepN,S2_sentPraxP_trials.thisTrialN,S2_sentPraxP_trials.thisN,S2_sentPraxP_trials.thisIndex,target,foils,brocanto_story.started,start_brocanto.started,vocab_learn_begin.started,vocab_text.started,key_resp.started,vocab_image.started,S2_vrepeat.started,S2_vrepeat_key_resp.started,S2_vrepeat_key_resp.keys,S2_vrepeat_key_resp.rt,vtest_instr_text.started,vtest_begin.started,answerbox.started,S2_vocabTest_resp,S2_vocabTest_rts,S2_vtest_key_resp.started,S2_vtest_text.started,S2_vtest_img.started,S2_vtest_key_resp.keys,S2_vtest_key_resp.rt,S2_vtest_fb.started,S2_vtest_fb.stopped,S2_vtest_eval.started,S2_v_phase_end.started,S2_v_phase_end.keys,S2_v_phase_end.rt,sent_learn_instr_text.started,sent_learn_begin.started,sent_learn_img.started,sent_text.started,sent_prax_instr_text.started,sent_prax_begin.started,sentPrax_P_instr_text.started,sentPrax_P_begin.started,blankITI_2.started,sent_Prax_P_img.started,sent_Prax_P_img.stopped,blankITI_2.stopped,S2_sentPrax_P_key_resp.started,S2_sentPraxP_resp,S2_sentPraxP_rts,sent_Prax_P_img_3.started,sent_Prax_P_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,brocanto/stims/to_use/sentence70.png,lu vode praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.59087699998054,148.59087699998054,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence107.png,lu troise zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.18317439997918,155.18317439997918,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence32.png,lu neep nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.78779790000408,161.78779790000408,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence26.png,klin lu neimo lu pleck,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.3996014999866,168.3996014999866,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence35.png,lu troise nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.98387840000214,174.98387840000214,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence79.png,noyka lu neep lu blom,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.595513999986,181.595513999986,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence71.png,lu troise praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.1906548999832,188.1906548999832,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence75.png,noyka lu pleck lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.79483859997708,194.79483859997708,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence72.png,lu neimo praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.38395359998685,201.38395359998685,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence36.png,lu neimo nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.98282189999009,207.98282189999009,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence53.png,yab lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.5893751999829,214.5893751999829,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence69.png,lu blom praz li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.18462240000372,221.18462240000372,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence104.png,lu neep zayma li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.78458959999261,227.78458959999261,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence89.png,noyka lu vode lu neep,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.3941469999845,234.3941469999845,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence102.png,noyka lu neimo lu troise,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.99481909998576,240.99481909998576,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence44.png,yab lu neep lu vode,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.59522129999823,247.59522129999823,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,brocanto/stims/to_use/sentence34.png,lu vode nim li,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.18181169999298,254.18181169999298,,,,,,,,,,,,,,1,2,2023-02-22_13h20.16.775,Memory and Syntax,2022.2.5,160.3831232093273,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.7727457000001,260.7727457000001,264.6597347999923,264.6597347999923,265.42518530000234,265.60309579997556,265.7001121999929,265.9137095999904,265.9137095999904,Type response now,"[0.6027344000176527, 0.22003879997646436, 0.7467106000403874, 0.33007309996173717, 0.9086696000595111, 0.4141027999576181, 1.0706313000409864, 0.6301370999717619, 1.6346025000384543]",265.9137095999904,265.9137095999904,,,,,,,
